MAC,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
0:1f:90:cb:6:d8,363198767.554628,38.88122433,-77.11389362,42.0,143.0,25.0,-1.0,-1.0,50
0:1d:cf:26:a:80,363198767.554628,38.88123947,-77.1139245,47.0,131.0,35.0,-1.0,-1.0,50
0:18:1:f1:4a:69,363198767.554628,38.88127058,-77.11398071,62.0,134.0,33.0,-1.0,-1.0,50
0:26:62:f3:47:e8,363198767.554628,38.88125741,-77.11394345,48.0,133.0,31.0,-1.0,-1.0,50
90:84:d:ec:79:6d,363198767.554628,38.88127404,-77.11398893,53.0,141.0,38.0,-1.0,-1.0,50
0:1f:90:e8:27:32,363198767.554628,38.88121718,-77.11384975,73.0,145.0,40.0,-1.0,-1.0,50
0:11:6b:48:8e:48,363198767.554628,38.88047039,-77.11541229,42.0,130.0,39.0,-1.0,-1.0,50
0:25:9c:36:49:8c,363198767.554628,38.88124138,-77.11388701,62.0,152.0,42.0,-1.0,-1.0,50
74:44:1:8f:1c:de,363198767.554628,38.88111531,-77.11367386,95.0,157.0,49.0,-1.0,-1.0,50
0:f:66:2a:18:28,363198767.554628,38.88127428,-77.11396068,64.0,135.0,31.0,-1.0,-1.0,50
0:1f:90:fe:4d:98,363198767.554628,38.88123267,-77.11385953,50.0,137.0,30.0,-1.0,-1.0,50
7c:61:93:89:c4:34,363198767.554628,38.87989127,-77.11379134,46.0,100.0,20.0,-1.0,-1.0,50
0:1f:90:ed:3a:52,363198767.554628,38.88122576,-77.11384087,44.0,138.0,34.0,-1.0,-1.0,50
20:4e:7f:11:b5:a,363198767.554628,38.88049578,-77.11542767,42.0,112.0,19.0,-1.0,-1.0,50
0:1d:7e:c9:e0:71,363198767.554628,38.88134968,-77.11449724,66.0,152.0,41.0,-1.0,-1.0,50
0:7f:28:5:39:c7,363198767.554628,38.8812583,-77.1139093,52.0,137.0,37.0,-1.0,-1.0,50
0:26:b8:5e:7e:ba,363198767.554628,38.88126373,-77.1139208,51.0,131.0,35.0,-1.0,-1.0,50
6c:50:4d:3e:9e:a0,363198767.554628,38.87974488,-77.11457771,66.0,107.0,5.0,-1.0,-1.0,50
0:23:df:f9:d3:65,363198767.554628,38.88119524,-77.11377298,42.0,147.0,27.0,-1.0,-1.0,50
0:1f:90:e4:a6:32,363198767.554628,38.88130617,-77.1147623,62.0,124.0,27.0,-1.0,-1.0,50
0:26:b8:4e:73:be,363198767.554628,38.88123792,-77.11385035,51.0,141.0,30.0,-1.0,-1.0,50
0:22:15:7c:5a:25,363198767.554628,38.88130581,-77.11476778,45.0,134.0,25.0,-1.0,-1.0,50
0:26:62:84:22:3,363198767.554628,38.88132828,-77.11468923,96.0,157.0,50.0,-1.0,-1.0,50
0:1e:e5:3a:d9:bc,363198767.554628,38.8811962,-77.11376601,42.0,145.0,29.0,-1.0,-1.0,50
0:d:88:9f:8c:a3,363198767.554628,38.88006335,-77.11354959,42.0,103.0,27.0,-1.0,-1.0,50
0:26:b8:6c:5b:27,363198767.554628,38.88094735,-77.11348152,43.0,153.0,40.0,-1.0,-1.0,50
0:24:6c:67:e6:a0,363198770.25709,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:b:85:8d:61:8f,363198767.554628,38.88124954,-77.11542278,206.0,128.0,33.0,-1.0,-1.0,50
0:24:6c:67:e8:e0,363198770.261501,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:24:6c:67:e7:80,363198770.262956,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:24:6c:67:e9:a0,363198770.264264,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:24:6c:67:e8:c0,363198770.265529,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:24:6c:67:e6:60,363198771.790578,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:24:6c:67:e8:80,363198771.795939,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:24:6c:67:e6:61,363198771.797912,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:26:f3:fd:8e:a8,363630672.185595,38.84833276,-77.08220279,49.0,49.0,24.0,-1.0,-1.0,50
0:26:f3:fd:8e:ab,363630672.185595,38.84831523,-77.08217161,43.0,49.0,23.0,-1.0,-1.0,50
b0:48:7a:d9:cc:26,363630672.185595,38.84836542,-77.08222371,72.0,47.0,21.0,-1.0,-1.0,50
0:13:10:54:a5:d8,363630672.185595,38.84831511,-77.08213943,42.0,47.0,22.0,-1.0,-1.0,50
0:17:3f:55:7d:8,363630672.185595,38.84830278,-77.08214485,76.0,46.0,20.0,-1.0,-1.0,50
0:26:f3:f6:f8:7b,363630672.185595,38.8483718,-77.08214479,42.0,48.0,23.0,-1.0,-1.0,50
0:26:f3:f6:f8:7a,363630672.185595,38.84837847,-77.08212363,42.0,47.0,24.0,-1.0,-1.0,50
0:1f:33:c8:9b:6d,363630672.185595,38.848369,-77.08210259,42.0,45.0,20.0,-1.0,-1.0,50
0:26:f3:f6:f8:79,363630672.185595,38.84839761,-77.08212375,42.0,49.0,21.0,-1.0,-1.0,50
c0:c1:c0:76:2b:17,363630672.185595,38.84824723,-77.08214944,42.0,43.0,23.0,-1.0,-1.0,50
0:23:97:82:de:fd,363630672.185595,38.84823733,-77.08219242,52.0,48.0,22.0,-1.0,-1.0,50
58:6d:8f:c8:dc:a2,363630672.185595,38.84824234,-77.08215034,42.0,45.0,25.0,-1.0,-1.0,50
0:26:f3:7f:53:2b,363630672.185595,38.84839707,-77.08209294,42.0,50.0,19.0,-1.0,-1.0,50
0:26:f3:7f:53:2a,363630672.185595,38.84839612,-77.08208912,42.0,50.0,21.0,-1.0,-1.0,50
0:24:b2:9e:30:4a,363630672.185595,38.84841787,-77.08211427,42.0,49.0,19.0,-1.0,-1.0,50
0:26:f3:7f:53:28,363630672.185595,38.84839767,-77.08208584,42.0,47.0,21.0,-1.0,-1.0,50
cc:5d:4e:2b:5:34,363630672.185595,38.84838956,-77.08207744,45.0,52.0,18.0,-1.0,-1.0,50
0:26:82:dc:f8:bf,363630672.185595,38.84840744,-77.08208453,42.0,53.0,21.0,-1.0,-1.0,50
0:26:f3:f6:f8:78,363630672.185595,38.84843552,-77.08212387,42.0,50.0,22.0,-1.0,-1.0,50
0:26:f3:7f:53:29,363630672.185595,38.84841293,-77.08208292,42.0,50.0,20.0,-1.0,-1.0,50
0:1e:52:f4:eb:26,363630672.185595,38.84843754,-77.08211696,42.0,53.0,21.0,-1.0,-1.0,50
cc:b2:55:39:3f:7c,363630672.185595,38.84820139,-77.08217114,76.0,47.0,20.0,-1.0,-1.0,50
c:d5:2:67:1c:e,363630672.185595,38.84845674,-77.08210945,42.0,51.0,19.0,-1.0,-1.0,50
0:1d:cf:26:8:a0,363630672.185595,38.84844118,-77.08207875,42.0,51.0,21.0,-1.0,-1.0,50
c:d5:2:6b:16:56,363630672.185595,38.84845191,-77.08209449,46.0,51.0,25.0,-1.0,-1.0,50
8:86:3b:24:42:ce,363630672.185595,38.84846919,-77.08209836,42.0,51.0,19.0,-1.0,-1.0,50
20:4e:7f:6d:20:ff,363630672.185595,38.84848338,-77.08213037,51.0,44.0,20.0,-1.0,-1.0,50
0:1c:10:5:36:44,363630672.185595,38.84849631,-77.08214414,42.0,54.0,17.0,-1.0,-1.0,50
e0:46:9a:4c:a:66,363630672.185595,38.84848028,-77.08207076,45.0,54.0,21.0,-1.0,-1.0,50
30:46:9a:19:c:94,363630672.185595,38.84852969,-77.08208674,42.0,53.0,23.0,-1.0,-1.0,50
c4:3d:c7:a9:90:54,363630672.185595,38.84850788,-77.0820384,42.0,55.0,22.0,-1.0,-1.0,50
0:24:b2:2b:3a:12,363630672.745583,38.84787732,-77.08040267,115.0,29.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:dd,363630672.745583,38.84746873,-77.08078742,42.0,35.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:81,363630672.745583,38.84746193,-77.0807197,42.0,34.0,14.0,-1.0,-1.0,50
0:9:5b:fc:f6:b0,363630672.745583,38.84746402,-77.08068597,150.0,22.0,5.0,-1.0,-1.0,50
50:67:f0:86:a7:88,363630672.745583,38.8474453,-77.08071917,42.0,31.0,13.0,-1.0,-1.0,50
e0:91:f5:3:3f:de,363630672.745583,38.84789872,-77.08031469,61.0,34.0,12.0,-1.0,-1.0,50
50:67:f0:86:a7:c4,363630672.745583,38.84741008,-77.08083724,42.0,36.0,14.0,-1.0,-1.0,50
4c:ed:de:25:dd:da,363630672.745583,38.84787166,-77.08025485,66.0,33.0,13.0,-1.0,-1.0,50
0:7f:28:2c:f2:28,363630672.745583,38.84797656,-77.08029305,52.0,31.0,15.0,-1.0,-1.0,50
4c:ed:de:25:e7:1,363630672.745583,38.84784793,-77.08022826,42.0,34.0,20.0,-1.0,-1.0,50
0:1d:9:ba:7a:ec,363630672.745583,38.84784078,-77.0801993,42.0,33.0,15.0,-1.0,-1.0,50
0:1d:d1:56:84:40,363630672.745583,38.84806078,-77.08033627,44.0,32.0,14.0,-1.0,-1.0,50
0:1b:2f:59:f7:8e,363630672.745583,38.84782421,-77.080177,42.0,32.0,15.0,-1.0,-1.0,50
0:26:b6:42:d8:97,363630672.745583,38.84782963,-77.08017057,42.0,33.0,15.0,-1.0,-1.0,50
0:26:b8:98:79:2b,363630672.745583,38.84808897,-77.08033114,46.0,33.0,13.0,-1.0,-1.0,50
0:26:b8:b5:ee:d,363630672.745583,38.84780049,-77.08016002,48.0,32.0,12.0,-1.0,-1.0,50
0:26:f2:8e:65:d3,363630672.745583,38.84792232,-77.08018934,42.0,31.0,12.0,-1.0,-1.0,50
b8:9b:c9:22:1c:58,363630672.745583,38.84790915,-77.08017772,42.0,32.0,19.0,-1.0,-1.0,50
0:26:f2:8e:6a:ff,363630672.185595,38.84852957,-77.08204799,42.0,55.0,18.0,-1.0,-1.0,50
c4:3d:c7:89:4c:6,363630672.185595,38.84854775,-77.08205622,42.0,50.0,19.0,-1.0,-1.0,50
0:f:66:7f:dc:7c,363630672.185595,38.848158,-77.0824241,42.0,46.0,22.0,-1.0,-1.0,50
0:26:f2:6:19:3a,363630672.185595,38.84857225,-77.08210378,44.0,54.0,26.0,-1.0,-1.0,50
0:f:b5:e2:ca:72,363630672.185595,38.84858274,-77.08207517,42.0,53.0,21.0,-1.0,-1.0,50
0:1f:33:39:c8:50,363630672.185595,38.84860324,-77.0820738,42.0,52.0,19.0,-1.0,-1.0,50
e0:46:9a:3f:47:d0,363630672.185595,38.84862035,-77.08226561,54.0,53.0,18.0,-1.0,-1.0,50
58:6d:8f:a4:a0:16,363630672.185595,38.84867584,-77.08212333,48.0,47.0,19.0,-1.0,-1.0,50
0:1f:33:c7:a2:40,363630672.185595,38.84867644,-77.08210694,50.0,46.0,18.0,-1.0,-1.0,50
c:d5:2:c1:cd:89,363630672.185595,38.84806448,-77.08249366,42.0,43.0,17.0,-1.0,-1.0,50
0:24:b2:62:7:52,363630672.185595,38.84868371,-77.08213979,42.0,50.0,21.0,-1.0,-1.0,50
c4:3d:c7:49:22:31,363630672.185595,38.84864705,-77.08198952,42.0,58.0,16.0,-1.0,-1.0,50
0:26:f3:d0:8b:3b,363630672.185595,38.84866952,-77.08205235,42.0,47.0,20.0,-1.0,-1.0,50
0:26:f3:d0:8b:38,363630672.185595,38.84869843,-77.08216857,42.0,53.0,26.0,-1.0,-1.0,50
0:26:f3:d0:8b:3a,363630672.185595,38.84868365,-77.08205491,42.0,52.0,25.0,-1.0,-1.0,50
0:26:62:f2:6a:78,363630672.185595,38.84870642,-77.0822106,43.0,48.0,21.0,-1.0,-1.0,50
0:26:f3:d0:8b:39,363630672.185595,38.84869152,-77.08204871,42.0,51.0,24.0,-1.0,-1.0,50
0:1a:70:e9:e6:e3,363630672.185595,38.84872335,-77.08219736,47.0,49.0,24.0,-1.0,-1.0,50
0:26:62:70:4d:50,363630672.185595,38.84805887,-77.08265578,42.0,39.0,14.0,-1.0,-1.0,50
0:18:1:ef:78:6e,363630672.185595,38.84813034,-77.08277785,42.0,42.0,16.0,-1.0,-1.0,50
98:fc:11:40:e6:26,363630672.185595,38.84887558,-77.08211791,50.0,52.0,18.0,-1.0,-1.0,50
0:13:10:54:c7:3e,363630672.185595,38.84807991,-77.08282417,42.0,40.0,14.0,-1.0,-1.0,50
0:26:62:7:9f:22,363630672.185595,38.84837174,-77.08290392,44.0,43.0,14.0,-1.0,-1.0,50
84:db:2f:b:14:3e,363630672.185595,38.8488509,-77.08196157,42.0,53.0,19.0,-1.0,-1.0,50
0:26:f2:91:ae:ea,363630672.185595,38.84879392,-77.08178693,42.0,54.0,16.0,-1.0,-1.0,50
0:25:9c:61:cc:4c,363630672.185595,38.84890693,-77.082107,52.0,49.0,18.0,-1.0,-1.0,50
0:26:f3:6a:a3:c8,363630672.185595,38.84888839,-77.0819419,43.0,47.0,21.0,-1.0,-1.0,50
0:18:f8:5d:6f:4,363630672.185595,38.84825181,-77.08295446,42.0,37.0,7.0,-1.0,-1.0,50
94:44:52:a8:2b:89,363630672.745583,38.84806227,-77.08027815,42.0,32.0,11.0,-1.0,-1.0,50
0:1e:e5:69:fd:c4,363630672.745583,38.8478499,-77.08015286,42.0,36.0,21.0,-1.0,-1.0,50
0:24:6c:52:f6:e0,363630672.745583,38.84784519,-77.08014833,42.0,37.0,23.0,-1.0,-1.0,50
b8:9b:c9:22:1c:5a,363630672.745583,38.84791809,-77.08016878,42.0,32.0,12.0,-1.0,-1.0,50
0:1b:63:2c:fb:12,363630672.745583,38.84812092,-77.08033758,43.0,35.0,14.0,-1.0,-1.0,50
b8:9b:c9:22:1c:59,363630672.745583,38.84792804,-77.08016943,42.0,31.0,13.0,-1.0,-1.0,50
b8:9b:c9:22:1c:5b,363630672.745583,38.84792441,-77.08016687,42.0,32.0,11.0,-1.0,-1.0,50
4c:ed:de:25:e8:71,363630672.745583,38.84783655,-77.0801348,42.0,31.0,11.0,-1.0,-1.0,50
0:26:f3:db:85:28,363630672.745583,38.8481512,-77.08036893,42.0,33.0,14.0,-1.0,-1.0,50
8:86:3b:2a:4a:30,363630672.745583,38.84816569,-77.08039247,42.0,33.0,13.0,-1.0,-1.0,50
68:7f:74:50:23:cb,363630672.745583,38.848109,-77.08030331,42.0,32.0,13.0,-1.0,-1.0,50
e0:91:f5:3:3f:e0,363630672.745583,38.84752726,-77.08019316,48.0,32.0,13.0,-1.0,-1.0,50
a0:21:b7:94:8b:ee,363630672.745583,38.84807062,-77.08023148,42.0,35.0,13.0,-1.0,-1.0,50
ac:81:12:ce:6c:13,363630672.745583,38.84819197,-77.08039987,69.0,35.0,15.0,-1.0,-1.0,50
0:26:f3:db:85:29,363630672.745583,38.84818083,-77.08037775,42.0,35.0,15.0,-1.0,-1.0,50
0:26:f3:db:85:2b,363630672.745583,38.84817194,-77.08034735,42.0,35.0,14.0,-1.0,-1.0,50
0:26:f3:db:85:2a,363630672.745583,38.84816652,-77.08032524,42.0,34.0,14.0,-1.0,-1.0,50
0:1f:90:b3:2c:5c,363630672.745583,38.84822696,-77.08040791,42.0,37.0,15.0,-1.0,-1.0,50
0:1d:d1:86:b3:90,363630672.745583,38.84820544,-77.0803532,42.0,33.0,15.0,-1.0,-1.0,50
b4:82:fe:14:2e:de,363630672.745583,38.84771376,-77.08003568,83.0,32.0,21.0,-1.0,-1.0,50
0:1d:d1:b:8e:20,363630672.745583,38.84773373,-77.08003216,43.0,30.0,11.0,-1.0,-1.0,50
50:63:13:6f:37:f5,363630672.745583,38.84776568,-77.0800203,42.0,29.0,11.0,-1.0,-1.0,50
0:26:bb:77:c7:a3,363630672.185595,38.84807908,-77.08293807,42.0,40.0,14.0,-1.0,-1.0,50
0:1b:c0:36:67:20,363630672.185595,38.84883177,-77.08170223,45.0,50.0,20.0,-1.0,-1.0,50
0:7f:28:23:c6:34,363630672.185595,38.84884226,-77.08269751,54.0,54.0,12.0,-1.0,-1.0,50
0:25:f2:ff:4a:9a,363630672.185595,38.84775465,-77.08258271,66.0,39.0,17.0,-1.0,-1.0,50
0:21:e9:b8:f4:9,363630672.185595,38.84815579,-77.08300405,42.0,41.0,14.0,-1.0,-1.0,50
c0:c1:c0:31:13:5f,363630672.185595,38.84882813,-77.08165144,43.0,54.0,14.0,-1.0,-1.0,50
0:24:b2:0:a5:10,363630672.185595,38.84888738,-77.08174747,42.0,47.0,17.0,-1.0,-1.0,50
b8:9b:c9:43:96:bb,363630672.185595,38.84887552,-77.08171933,44.0,52.0,17.0,-1.0,-1.0,50
0:1f:90:ec:65:b,363630672.185595,38.84891068,-77.08177882,46.0,51.0,20.0,-1.0,-1.0,50
b8:9b:c9:43:96:ba,363630672.185595,38.84888625,-77.08171582,44.0,51.0,16.0,-1.0,-1.0,50
b8:9b:c9:43:96:b9,363630672.185595,38.84888422,-77.08171129,45.0,51.0,15.0,-1.0,-1.0,50
0:26:b8:a5:21:e1,363630672.185595,38.84804087,-77.08298951,42.0,40.0,14.0,-1.0,-1.0,50
50:67:f0:86:a8:a5,363630672.185595,38.84808737,-77.08138489,42.0,40.0,17.0,-1.0,-1.0,50
68:7f:74:1f:43:77,363630672.185595,38.84888446,-77.08166563,50.0,50.0,18.0,-1.0,-1.0,50
68:7f:74:d2:55:8a,363630672.185595,38.84801727,-77.08299231,42.0,38.0,14.0,-1.0,-1.0,50
b8:9b:c9:43:96:b8,363630672.185595,38.84890544,-77.08169943,45.0,50.0,18.0,-1.0,-1.0,50
0:26:f3:d8:4b:29,363630672.185595,38.84888631,-77.08166283,46.0,51.0,17.0,-1.0,-1.0,50
0:26:f3:d8:4b:2b,363630672.185595,38.84889167,-77.08165872,48.0,51.0,17.0,-1.0,-1.0,50
0:26:f3:d8:4b:2a,363630672.185595,38.84889036,-77.08165574,48.0,50.0,17.0,-1.0,-1.0,50
0:26:f3:6a:a3:cb,363630672.185595,38.84896391,-77.0817911,42.0,48.0,18.0,-1.0,-1.0,50
0:26:f3:d8:4b:28,363630672.185595,38.84892708,-77.08169293,54.0,51.0,17.0,-1.0,-1.0,50
0:26:f3:d3:ed:fa,363630672.185595,38.84904909,-77.08214288,49.0,46.0,15.0,-1.0,-1.0,50
0:26:f3:6a:a3:ca,363630672.185595,38.84898376,-77.0818119,44.0,49.0,17.0,-1.0,-1.0,50
d8:b3:77:72:3f:5f,363630672.185595,38.84894299,-77.08170419,44.0,46.0,18.0,-1.0,-1.0,50
0:12:e:f:95:9a,363630672.185595,38.84896433,-77.08174228,42.0,46.0,20.0,-1.0,-1.0,50
0:26:f3:6a:a3:c9,363630672.185595,38.84898036,-77.08177763,44.0,49.0,17.0,-1.0,-1.0,50
c4:3d:c7:a6:af:a0,363630672.185595,38.84895175,-77.08170944,47.0,46.0,18.0,-1.0,-1.0,50
e0:91:f5:c6:f2:67,363630672.185595,38.84775894,-77.0827828,45.0,41.0,16.0,-1.0,-1.0,50
50:67:f0:86:a7:ab,363630672.745583,38.84812718,-77.08141875,42.0,39.0,17.0,-1.0,-1.0,50
50:67:f0:86:a8:50,363630672.745583,38.84709781,-77.08074754,42.0,34.0,13.0,-1.0,-1.0,50
0:6:66:13:49:6,363630672.745583,38.84747266,-77.07995468,64.0,21.0,5.0,-1.0,-1.0,50
0:24:b2:97:5c:86,363630672.745583,38.84827387,-77.08133214,49.0,42.0,17.0,-1.0,-1.0,50
50:67:f0:86:a8:be,363630672.745583,38.84708017,-77.0807861,42.0,33.0,16.0,-1.0,-1.0,50
50:67:f0:86:a8:c0,363630672.745583,38.8470776,-77.08089894,42.0,35.0,12.0,-1.0,-1.0,50
68:7f:74:ca:4b:78,363630672.745583,38.84816414,-77.08151286,51.0,39.0,19.0,-1.0,-1.0,50
50:67:f0:86:a7:9e,363630672.745583,38.84803539,-77.08163291,43.0,36.0,15.0,-1.0,-1.0,50
0:21:91:d9:68:c5,363630672.745583,38.8483783,-77.08130115,49.0,60.0,23.0,-1.0,-1.0,50
58:6d:8f:30:91:f4,363630672.185595,38.84895664,-77.08170121,49.0,49.0,15.0,-1.0,-1.0,50
0:26:f3:d3:ed:fb,363630672.185595,38.84906727,-77.08212244,50.0,46.0,15.0,-1.0,-1.0,50
0:26:f3:d3:ed:f8,363630672.185595,38.84906822,-77.08212447,54.0,47.0,15.0,-1.0,-1.0,50
c0:3f:e:81:9e:13,363630672.185595,38.84840565,-77.08126407,52.0,52.0,20.0,-1.0,-1.0,50
0:24:b2:94:7c:dc,363630672.185595,38.84893989,-77.08165007,49.0,49.0,18.0,-1.0,-1.0,50
c:d5:2:af:6:da,363630672.185595,38.84897792,-77.08172118,56.0,49.0,16.0,-1.0,-1.0,50
78:cd:8e:c:a8:6a,363630672.185595,38.84898513,-77.08172839,46.0,48.0,17.0,-1.0,-1.0,50
0:1d:cf:9e:7e:70,363630672.185595,38.84837776,-77.08124399,47.0,49.0,21.0,-1.0,-1.0,50
50:67:f0:86:a7:a1,363630672.185595,38.84814006,-77.0812723,42.0,39.0,20.0,-1.0,-1.0,50
58:6d:8f:30:91:f5,363630672.185595,38.84897881,-77.08170682,53.0,49.0,18.0,-1.0,-1.0,50
0:1d:7e:93:45:c2,363630672.185595,38.84851986,-77.08314085,46.0,46.0,12.0,-1.0,-1.0,50
0:26:f3:cd:77:78,363630672.185595,38.84898447,-77.0816977,56.0,46.0,16.0,-1.0,-1.0,50
7c:4f:b5:da:72:dc,363630672.185595,38.84897518,-77.08166658,42.0,46.0,16.0,-1.0,-1.0,50
0:24:b2:c9:4e:14,363630672.185595,38.84899824,-77.08170932,46.0,49.0,15.0,-1.0,-1.0,50
c0:c1:c0:f0:2c:58,363630672.185595,38.8489772,-77.08165985,57.0,44.0,17.0,-1.0,-1.0,50
0:26:f3:89:64:f8,363630672.185595,38.84902626,-77.08176887,52.0,47.0,15.0,-1.0,-1.0,50
68:7f:74:fb:62:d4,363630672.185595,38.84901386,-77.08173769,44.0,51.0,17.0,-1.0,-1.0,50
0:22:2d:e6:45:49,363630672.185595,38.84840822,-77.0812174,52.0,47.0,20.0,-1.0,-1.0,50
50:67:f0:86:a7:ad,363630672.185595,38.84809386,-77.08125782,42.0,36.0,17.0,-1.0,-1.0,50
0:18:4d:97:2c:e6,363630672.185595,38.84841269,-77.08121484,54.0,46.0,21.0,-1.0,-1.0,50
0:26:f3:cd:77:7a,363630672.185595,38.84899556,-77.08167529,45.0,47.0,20.0,-1.0,-1.0,50
c4:3d:c7:84:93:ac,363630672.185595,38.84839361,-77.08120775,63.0,49.0,19.0,-1.0,-1.0,50
0:26:f3:cd:77:7b,363630672.185595,38.84898269,-77.08164906,53.0,46.0,17.0,-1.0,-1.0,50
c4:3d:c7:aa:fb:78,363630672.185595,38.84904295,-77.08177983,49.0,46.0,19.0,-1.0,-1.0,50
0:22:2d:e6:45:4b,363630672.185595,38.84840387,-77.08120399,52.0,46.0,19.0,-1.0,-1.0,50
0:24:b2:a:25:a4,363630672.185595,38.84899711,-77.0816673,50.0,44.0,16.0,-1.0,-1.0,50
0:18:3a:c8:15:56,363630672.185595,38.84787416,-77.08301907,59.0,39.0,13.0,-1.0,-1.0,50
0:26:f3:89:64:fa,363630672.185595,38.84902155,-77.08171707,48.0,48.0,16.0,-1.0,-1.0,50
68:7f:74:7a:eb:ad,363630672.185595,38.84900552,-77.08168125,59.0,45.0,18.0,-1.0,-1.0,50
98:fc:11:42:24:cb,363630672.185595,38.84842693,-77.08120441,58.0,44.0,14.0,-1.0,-1.0,50
78:cd:8e:c:a8:69,363630672.185595,38.84901142,-77.08169251,49.0,46.0,16.0,-1.0,-1.0,50
c4:3d:c7:a4:d1:12,363630672.185595,38.84840315,-77.08119893,52.0,50.0,21.0,-1.0,-1.0,50
0:1d:7e:28:a0:23,363630672.185595,38.84787458,-77.08302772,54.0,42.0,17.0,-1.0,-1.0,50
78:cd:8e:c:a8:6b,363630672.185595,38.84901875,-77.08168733,48.0,47.0,18.0,-1.0,-1.0,50
0:26:f3:d0:d3:e8,363630672.185595,38.84900265,-77.08165097,46.0,48.0,23.0,-1.0,-1.0,50
78:cd:8e:c:a8:68,363630672.185595,38.84900921,-77.08165979,47.0,46.0,16.0,-1.0,-1.0,50
0:26:f3:cd:77:79,363630672.185595,38.84900462,-77.08164715,56.0,45.0,18.0,-1.0,-1.0,50
c4:3d:c7:92:13:b2,363630672.185595,38.84907025,-77.08179789,45.0,43.0,16.0,-1.0,-1.0,50
0:26:f3:d0:d3:e9,363630672.185595,38.84899854,-77.08162927,49.0,45.0,17.0,-1.0,-1.0,50
0:25:f2:ff:f:b4,363630672.185595,38.84841626,-77.0811823,63.0,45.0,19.0,-1.0,-1.0,50
0:26:f3:d0:d3:ea,363630672.185595,38.84900116,-77.08162552,48.0,47.0,20.0,-1.0,-1.0,50
0:26:f2:97:40:b1,363630672.185595,38.84836077,-77.08117222,97.0,49.0,19.0,-1.0,-1.0,50
0:26:f3:89:64:fb,363630672.185595,38.84905171,-77.08173435,48.0,48.0,16.0,-1.0,-1.0,50
0:21:29:84:12:27,363630672.185595,38.84897315,-77.08156919,42.0,44.0,18.0,-1.0,-1.0,50
e0:46:9a:39:87:22,363630672.185595,38.84900617,-77.08162713,45.0,44.0,17.0,-1.0,-1.0,50
c0:c1:c0:31:13:60,363630672.185595,38.84905761,-77.08173429,56.0,49.0,18.0,-1.0,-1.0,50
8:86:3b:26:6a:9a,363630672.185595,38.84836626,-77.08116215,57.0,47.0,19.0,-1.0,-1.0,50
50:67:f0:86:a8:a0,363630672.745583,38.84801721,-77.08166015,42.0,33.0,13.0,-1.0,-1.0,50
50:67:f0:86:a8:c6,363630672.745583,38.84701222,-77.08089804,42.0,34.0,15.0,-1.0,-1.0,50
0:22:2d:e6:45:4a,363630672.745583,38.84842085,-77.0812788,49.0,46.0,18.0,-1.0,-1.0,50
0:21:e9:b8:dd:51,363630672.745583,38.84842061,-77.08128213,53.0,48.0,19.0,-1.0,-1.0,50
50:67:f0:86:a7:b0,363630672.745583,38.84805023,-77.08166891,43.0,37.0,16.0,-1.0,-1.0,50
50:67:f0:86:a7:94,363630672.745583,38.84804093,-77.08168947,42.0,35.0,13.0,-1.0,-1.0,50
50:67:f0:86:a8:bd,363630672.745583,38.84707498,-77.08123809,45.0,47.0,25.0,-1.0,-1.0,50
0:7f:28:bd:ec:22,363630672.745583,38.84764295,-77.07972347,49.0,28.0,10.0,-1.0,-1.0,50
0:7f:28:16:9b:12,363630672.745583,38.84844255,-77.08015275,42.0,52.0,26.0,-1.0,-1.0,50
0:21:0:41:32:54,363630672.745583,38.84846091,-77.08128696,56.0,50.0,18.0,-1.0,-1.0,50
0:1d:cf:9f:c4:50,363630672.745583,38.84849447,-77.08122473,50.0,49.0,19.0,-1.0,-1.0,50
0:30:d:47:67:45,363630672.745583,38.84827488,-77.08156341,42.0,34.0,19.0,-1.0,-1.0,50
50:67:f0:86:a7:a9,363630672.745583,38.84779089,-77.08179795,49.0,37.0,14.0,-1.0,-1.0,50
0:1f:90:bc:7:f0,363630672.745583,38.84843248,-77.08007788,42.0,51.0,27.0,-1.0,-1.0,50
d8:30:62:2e:1:cd,363630672.745583,38.84768366,-77.07966834,42.0,29.0,13.0,-1.0,-1.0,50
98:fc:11:98:48:33,363630672.745583,38.84847211,-77.08133274,42.0,51.0,19.0,-1.0,-1.0,50
10:9a:dd:81:fe:b3,363630672.745583,38.84845274,-77.08010119,42.0,47.0,17.0,-1.0,-1.0,50
0:26:f3:41:af:19,363630672.745583,38.8484556,-77.08137178,43.0,51.0,18.0,-1.0,-1.0,50
0:26:b8:b5:ef:7e,363630672.745583,38.84815603,-77.07977354,42.0,47.0,20.0,-1.0,-1.0,50
